"https://www.ikea.com/eg/en/images/products/kallax-shelving-unit-walnut-effect-light-grey__0541543_pe653650_s5.jpg";"AGEN";"Kursi, putih";170000;1188;3460;"Kursi ini menawarkan desain modern yang elegan dengan sentuhan kayu birch. Cocok untuk ruang tamu atau area santai, memberikan kenyamanan ekstra dengan bantalan empuk dan sandaran punggung yang ergonomis. Dengan estetika yang menarik, kursi ini mudah dipadupadankan dengan berbagai gaya interior, dari minimalis hingga kontemporer. Pilihan warna yang tersedia juga menambah variasi, sehingga Anda dapat menyesuaikan dengan tema ruangan. Keunggulan dari kursi ini adalah kemudahan perawatannya; cukup dibersihkan dengan kain lembut untuk menjaga kebersihannya. Kursi ini tidak hanya berfungsi sebagai tempat duduk, tetapi juga sebagai elemen dekoratif yang dapat mempercantik ruang Anda.";"Kursi ini dirancang dengan desain ergonomis untuk memberikan dukungan punggung yang optimal saat duduk dalam waktu lama";"Kain sintetis yang tahan lama dan mudah dibersihkan";50;130;100
"https://www.ikea.com/gb/en/images/products/besta-storage-combination-with-doors-white-sutterviken-kabbarp-white-clear-glass__0917763_PE785965_S5.JPG?f=sg";"ALGOR";"Kursi, hitam";170000;1039;2259;"Produk ini dikenal karena kenyamanan dan kepraktisannya, dengan desain minimalis yang menawan. Dibalut dengan kain yang mudah dibersihkan, kursi ini sangat ideal untuk ruang makan atau kantor, memberikan dukungan yang baik saat duduk lama. Desainnya yang simpel memungkinkan kursi ini berintegrasi dengan baik dalam berbagai lingkungan, baik di rumah maupun di tempat kerja. Pilihan warna netral membuatnya mudah dicocokkan dengan dekorasi yang ada. Dengan struktur yang kokoh dan bantalan yang nyaman, kursi ini tidak hanya memberikan kenyamanan, tetapi juga keawetan yang dibutuhkan untuk penggunaan sehari-hari. Ini adalah solusi sempurna untuk mereka yang mencari kombinasi antara fungsi dan estetika.";"Terbuat dari bahan berkualitas tinggi yang tahan lama dan mudah dibersihkan, menjadikannya pilihan yang praktis untuk penggunaan sehari-hari";"Kulit asli yang memberikan kesan elegan dan mewah";50;90;80
"https://www.mydomaine.com/thmb/HKQykf8-cUlcAzYtF2hDmt9MarA=/700x700/filters:no_upscale():max_bytes(150000):strip_icc()/cdn.cliqueinc.com__cache__posts__207797__-1967920-1478558427.700x0c-007559304f884a97b6b264224c6d4c51.png";"ALHORN";"Kursi, abu-abu putih";170000;135;1141;"Dengan desain kontemporer dan warna krem yang cerah, produk ini menambahkan nuansa segar ke dalam ruangan. Terbuat dari bahan berkualitas tinggi, kursi ini menjamin ketahanan dan kenyamanan. Sangat cocok untuk ruang tamu atau ruang kerja, menawarkan fungsionalitas sekaligus estetika yang menarik. Ketika Anda menghabiskan waktu di kursi ini, Anda akan merasakan kenyamanan yang maksimal, baik saat bersantai maupun bekerja. Desainnya yang menarik dan modern juga membuatnya menjadi titik fokus dalam ruangan, menarik perhatian tamu dan anggota keluarga. Dengan begitu banyak keunggulan, produk ini menjadi investasi yang sangat berharga untuk meningkatkan suasana ruang Anda.";"Mempunyai bantalan empuk yang memberikan kenyamanan ekstra saat bersantai atau bekerja";"Bahan linen yang breathable dan nyaman untuk digunakan";70;150;50
"https://www.mydomaine.com/thmb/qjnZBjjwdDi2oOfWU8fNLgHdm6c=/800x0/filters:no_upscale():max_bytes(150000):strip_icc()/ScreenShot2020-12-03at10.41.04AM-173c7df20bd943a0b93fa275331dd86e.png";"ANEBODA";"Kursi, merah putih";170000;87;424;"Mengusung gaya Skandinavia, produk ini menawarkan keanggunan dan kesederhanaan dalam desainnya. Dengan bingkai kayu dan jok empuk, kursi ini sangat nyaman untuk digunakan sehari-hari. Cocok untuk ruang keluarga atau ruang makan, memberikan nuansa hangat dan modern yang dapat membuat setiap momen berkumpul menjadi lebih spesial. Keberadaan kursi ini juga memperkaya pilihan desain interior Anda, dengan sentuhan yang membuat ruang terasa lebih hidup. Kepraktisan dalam perawatannya menjadikan kursi ini pilihan yang tepat untuk rumah yang sibuk. Dengan kombinasi antara kenyamanan, gaya, dan fungsionalitas, kursi ini adalah tambahan yang sempurna untuk setiap rumah.";"Desainnya yang stylish dan modern memungkinkan kursi ini dipadupadankan dengan berbagai tema dekorasi interior";"Bahan microfiber yang lembut dan tidak mudah pudar";60;110;60
"https://cdn.apartmenttherapy.info/image/fetch/f_auto,q_auto:eco,w_1460/https://storage.googleapis.com/gen-atmedia/2/2015/04/4cd12899c713ee4c02d5e57042cd53a6a0f84fd6.jpeg";"ANUND";"Mj+2kursi dg sndrn lngn+bangku, cokelat hÃ¥llÃ¶ krem";225000;0;0;"Jika Anda menyukai tampilan klasik, kursi ini adalah pilihan yang tepat dengan desain vintage dan sentuhan kayu alami. Produk ini menciptakan atmosfer nostalgia yang dapat menghidupkan kembali kenangan indah di rumah Anda. Sangat cocok untuk penggemar desain rustic atau farmhouse, kursi ini menawarkan kenyamanan dan gaya yang tak lekang oleh waktu. Dengan berbagai warna dan tekstur yang tersedia, Anda bisa memilih yang paling sesuai dengan dekorasi ruangan Anda. Kursi ini tidak hanya berfungsi sebagai tempat duduk, tetapi juga sebagai elemen dekoratif yang membuat ruangan Anda lebih menarik. Keberadaannya dapat menjadi titik fokus dalam ruang tamu atau ruang makan Anda.";"Memiliki ukuran yang kompak, cocok untuk ruang kecil seperti apartemen atau kantor";"Busa memori yang mengikuti bentuk tubuh untuk kenyamanan ekstra";100;130;120
"https://cdn.apartmenttherapy.info/image/fetch/f_auto,q_auto:eco,w_1460/https://storage.googleapis.com/gen-atmedia/2/2015/04/be030986322f460391349c382d76414a6cf4571c.jpeg";"APPLAR";"Meja+2 kursi lipat, luar rg, diwarnai cokelat hÃ¥llÃ¶ krem";225000;0;0;"Terbuat dari bahan tahan cuaca, kursi ini sempurna untuk penggunaan luar ruangan. Dengan desain yang stylish dan ringan, produk ini ideal untuk teras atau taman, memberikan nuansa tropis yang menyenangkan di luar rumah Anda. Kelebihan lain dari kursi ini adalah kemudahan dalam pemindahan dan penyimpanannya. Anda dapat mengatur ulang tempat duduk sesuai dengan kebutuhan acara di luar ruangan. Didesain untuk memberikan kenyamanan meskipun dalam cuaca yang berbeda, kursi ini menjadi pilihan yang tepat bagi Anda yang ingin menikmati waktu di luar ruangan tanpa mengorbankan kenyamanan. Ini adalah solusi ideal untuk setiap pertemuan atau bersantai di taman.";"Kaki kursi yang kokoh memberikan stabilitas dan keamanan saat digunakan";"Kayu solid untuk rangka yang kokoh dan stabil";60;50;120
"https://www.livinginashoebox.com/wp-content/uploads/2020/12/utaker-stackable-bed-pine__0734542_PE739493_S5-1-1.jpg";"ARHOLMA";"Meja+4 kursi lipat, luar ruang, diwarnai cokelat hÃ¥llÃ¶ krem";225000;0;1;"Dengan kemampuan untuk disesuaikan, kursi ini menawarkan kenyamanan maksimal bagi penggunanya. Sangat cocok untuk bersantai di ruang TV atau membaca buku, produk ini dirancang untuk memberikan dukungan punggung yang baik. Dengan desain ergonomis dan bahan lembut, kursi ini siap memberikan pengalaman bersantai yang tak tertandingi. Berbagai pilihan warna dan bahan memungkinkan Anda untuk memilih sesuai dengan tema ruangan Anda. Kursi ini juga dilengkapi fitur tambahan seperti tempat minum atau tempat penyimpanan kecil, menjadikannya lebih praktis untuk penggunaan sehari-hari. Ini adalah pilihan ideal bagi mereka yang ingin memiliki tempat duduk yang nyaman dan fungsional.";"Tersedia dalam berbagai warna dan pola, memungkinkan pengguna menyesuaikan dengan selera pribadi";"Bahan polyester yang tahan air dan tahan noda";150;110;70
"https://cdn.apartmenttherapy.info/image/fetch/f_auto,q_auto:eco/https://storage.googleapis.com/gen-atmedia/3/2018/07/a3dca16db5537a129ab2e1cf5dffe37047ce4233.png";"ASKVOLL";"Meja+6 kursi dg sndrn lgn, luar rg, diwarnai cokelat jÃ¤rpÃ¶n duvholmen antrasit";225000;0;0;"Dirancang khusus untuk anak-anak, kursi ini memiliki bentuk lucu dan warna cerah yang menarik perhatian. Sangat nyaman dan aman untuk digunakan, kursi ini ideal untuk ruang bermain atau kamar tidur anak. Dengan ukuran yang tepat, kursi ini memberikan kenyamanan bagi anak-anak saat bermain atau belajar. Produk ini juga membantu menciptakan ruang yang lebih menyenangkan dan ramah anak, di mana mereka dapat mengekspresikan diri mereka. Bahan yang digunakan juga aman dan mudah dibersihkan, sehingga memudahkan Anda dalam menjaga kebersihannya. Ini adalah pilihan yang tepat untuk orang tua yang ingin memberikan kenyamanan dan gaya bagi anak-anak mereka.";"Beberapa model dilengkapi dengan fitur lipat untuk kemudahan penyimpanan dan mobilitas";"Bahan velour yang memberikan sentuhan mewah dan nyaman";120;60;100
"https://www.mydomaine.com/thmb/warDNgjoINqZvSAklt4rnVFBNcc=/1244x1056/filters:no_upscale():max_bytes(150000):strip_icc()/ScreenShot2020-12-03at10.28.33AM-1f5c389d448e464f950122c543016106.png";"ASPVIK";"Kursi recliner, luar ruang, dapat dilipat diwarnai cokelat";225000;13;79;"Dengan desain tinggi yang stylish, kursi ini sangat cocok untuk bar atau meja tinggi. Menawarkan kenyamanan dan daya tahan, produk ini dibuat dari bahan berkualitas yang siap digunakan dalam jangka waktu lama. Menambahkan sentuhan elegan pada ruang makan atau area hiburan Anda, kursi ini menjadi elemen penting dalam menciptakan suasana yang menyenangkan. Keberadaan kursi ini dapat menciptakan suasana yang lebih hidup saat berkumpul bersama teman atau keluarga. Desainnya yang mudah dipindahkan juga menjadikannya pilihan fleksibel untuk berbagai jenis acara. Ini adalah solusi sempurna untuk ruang yang mengutamakan fungsionalitas tanpa mengesampingkan gaya.";"Cocok digunakan di berbagai ruangan, mulai dari ruang tamu hingga ruang makan atau kantor";"Kain denim yang kuat dan tahan lama";50;140;70
"https://assets.rebelmouse.io/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vd3d3LmJyaXQuY28vbWVkaWEtbGlicmFyeS9leUpoYkdjaU9pSklVekkxTmlJc0luUjVjQ0k2SWtwWFZDSjkuZXlKcGJXRm5aU0k2SW1oMGRIQnpPaTh2WVhOelpYUnpMbkppYkM1dGN5OHlNVFE0T1RNd015OXZjbWxuYVc0dWFuQm5JaXdpWlhod2FYSmxjMTloZENJNk1UWXlNelUyT0RjM01IMC5ELWVsR0p2RkIwUWc3M05fU2xpTHRhN1RuLUEwcE9KRzdnaXJaVmt6T3RjL2ltYWdlLmpwZz93aWR0aD05ODAiLCJleHBpcmVzX2F0IjoxNjIyNTE3NTc1fQ.zY9qGp1572d39O0-7c60TkFPuCGt1n_mBzZR5ALahWI/img.jpg?width=2000&height=2000";"BÄCKSIS";"Mj+2 krs dg sndran tgn+bngku, l.rg, diwarnai cokelat jÃ¤rpÃ¶n duvholmen antrasit";225000;0;0;"Dikenal karena bantalan lembut dan desain ramah, produk ini adalah pilihan sempurna untuk bersantai. Dengan warna pastel yang lembut, kursi ini cocok untuk ruang keluarga atau kamar tidur, menciptakan suasana yang hangat dan nyaman. Membuat setiap momen bersantai menjadi lebih menyenangkan, kursi ini juga dirancang untuk memberikan dukungan yang baik bagi punggung. Anda dapat menghabiskan waktu berjam-jam duduk di sini tanpa merasa tidak nyaman. Kelebihan lain dari produk ini adalah kemudahan dalam perawatannya, menjadikannya pilihan ideal bagi mereka yang sibuk. Dengan semua fitur ini, kursi ini adalah tambahan yang sempurna untuk ruang di mana kenyamanan adalah prioritas utama.";"Memiliki garansi yang menunjukkan kualitas dan kepercayaan terhadap daya tahannya dalam penggunaan jangka panjang";"Bahan katun yang lembut dan ramah lingkungan";140;150;150
